"Data Set 1:Time(s)","Data Set 1:Cuff Pressure(mm Hg)","Data Set 1:Systolic(mm Hg)","Data Set 1:Diastolic(mm Hg)","Data Set 1:Pulse(bpm)","Data Set 1:Mean Arterial Pressure(mm Hg)","Data Set 2:Time(s)","Data Set 2:Cuff Pressure(mm Hg)","Data Set 2:Systolic(mm Hg)","Data Set 2:Diastolic(mm Hg)","Data Set 2:Pulse(bpm)","Data Set 2:Mean Arterial Pressure(mm Hg)"
0,0.90747537126298994,,,,,0,1.1442076697712764,,,,
0.01,0.90747537126298994,,,,,0.01,1.0652969036018476,,,,
0.02,0.90747537126298994,,,,,0.02,1.1442076697712764,,,,
0.029999999999999999,0.90747537126298994,,,,,0.029999999999999999,1.0652969036018476,,,,
0.040000000000000001,0.90747537126298994,,,,,0.040000000000000001,1.1442076697712764,,,,
0.050000000000000003,0.90747537126298994,,,,,0.050000000000000003,1.1442076697712764,,,,
0.059999999999999998,0.90747537126298994,,,,,0.059999999999999998,1.0652969036018476,,,,
0.070000000000000007,0.98638613743241876,,,,,0.070000000000000007,1.0652969036018476,,,,
0.080000000000000002,0.90747537126298994,,,,,0.080000000000000002,1.0652969036018476,,,,
0.089999999999999997,0.90747537126298994,,,,,0.089999999999999997,1.0652969036018476,,,,
0.10000000000000001,0.98638613743241876,,,,,0.10000000000000001,1.1442076697712764,,,,
0.11,0.90747537126298994,,,,,0.11,1.1442076697712764,,,,
0.12,0.90747537126298994,,,,,0.12,1.1442076697712764,,,,
0.13,0.98638613743241876,,,,,0.13,1.1442076697712764,,,,
0.14000000000000001,0.90747537126298994,,,,,0.14000000000000001,1.0652969036018476,,,,
0.14999999999999999,0.90747537126298994,,,,,0.14999999999999999,1.1442076697712764,,,,
0.16,0.90747537126298994,,,,,0.16,1.1442076697712764,,,,
0.17000000000000001,0.90747537126298994,,,,,0.17000000000000001,1.1442076697712764,,,,
0.17999999999999999,0.90747537126298994,,,,,0.17999999999999999,1.1442076697712764,,,,
0.19,0.98638613743241876,,,,,0.19,1.1442076697712764,,,,
0.20000000000000001,0.90747537126298994,,,,,0.20000000000000001,1.1442076697712764,,,,
0.20999999999999999,0.90747537126298994,,,,,0.20999999999999999,1.1442076697712764,,,,
0.22,0.90747537126298994,,,,,0.22,1.1442076697712764,,,,
0.23000000000000001,0.90747537126298994,,,,,0.23000000000000001,1.1442076697712764,,,,
0.23999999999999999,0.90747537126298994,,,,,0.23999999999999999,1.1442076697712764,,,,
0.25,0.90747537126298994,,,,,0.25,1.1442076697712764,,,,
0.26000000000000001,0.90747537126298994,,,,,0.26000000000000001,1.1442076697712764,,,,
0.27000000000000002,0.90747537126298994,,,,,0.27000000000000002,1.1442076697712764,,,,
0.28000000000000003,0.90747537126298994,,,,,0.28000000000000003,1.1442076697712764,,,,
0.28999999999999998,0.90747537126298994,,,,,0.28999999999999998,1.1442076697712764,,,,
0.29999999999999999,0.90747537126298994,,,,,0.29999999999999999,1.1442076697712764,,,,
0.31,0.98638613743241876,,,,,0.31,1.1442076697712764,,,,
0.32000000000000001,0.90747537126298994,,,,,0.32000000000000001,1.1442076697712764,,,,
0.33000000000000002,0.90747537126298994,,,,,0.33000000000000002,1.1442076697712764,,,,
0.34000000000000002,0.90747537126298994,,,,,0.34000000000000002,1.1442076697712764,,,,
0.34999999999999998,0.90747537126298994,,,,,0.34999999999999998,1.1442076697712764,,,,
0.35999999999999999,0.90747537126298994,,,,,0.35999999999999999,1.1442076697712764,,,,
0.37,0.90747537126298994,,,,,0.37,1.1442076697712764,,,,
0.38,0.82856460509356111,,,,,0.38,1.1442076697712764,,,,
0.39000000000000001,0.90747537126298994,,,,,0.39000000000000001,1.1442076697712764,,,,
0.40000000000000002,0.90747537126298994,,,,,0.40000000000000002,1.1442076697712764,,,,
0.40999999999999998,0.82856460509356111,,,,,0.40999999999999998,1.1442076697712764,,,,
0.41999999999999998,0.82856460509356111,,,,,0.41999999999999998,1.1442076697712764,,,,
0.42999999999999999,0.90747537126298994,,,,,0.42999999999999999,1.1442076697712764,,,,
0.44,0.82856460509356111,,,,,0.44,1.1442076697712764,,,,
0.45000000000000001,0.90747537126298994,,,,,0.45000000000000001,1.1442076697712764,,,,
0.46000000000000002,0.82856460509356111,,,,,0.46000000000000002,1.1442076697712764,,,,
0.46999999999999997,0.90747537126298994,,,,,0.46999999999999997,1.1442076697712764,,,,
0.47999999999999998,0.90747537126298994,,,,,0.47999999999999998,1.1442076697712764,,,,
0.48999999999999999,0.82856460509356111,,,,,0.48999999999999999,1.0652969036018476,,,,
0.5,0.82856460509356111,,,,,0.5,1.0652969036018476,,,,
0.51000000000000001,0.90747537126298994,,,,,0.51000000000000001,1.0652969036018476,,,,
0.52000000000000002,0.82856460509356111,,,,,0.52000000000000002,1.0652969036018476,,,,
0.53000000000000003,0.90747537126298994,,,,,0.53000000000000003,1.0652969036018476,,,,
0.54000000000000004,0.98638613743241876,,,,,0.54000000000000004,1.0652969036018476,,,,
0.55000000000000004,0.98638613743241876,,,,,0.55000000000000004,1.1442076697712764,,,,
0.56000000000000005,0.90747537126298994,,,,,0.56000000000000005,1.1442076697712764,,,,
0.56999999999999995,0.90747537126298994,,,,,0.56999999999999995,1.1442076697712764,,,,
0.57999999999999996,0.98638613743241876,,,,,0.57999999999999996,1.1442076697712764,,,,
0.58999999999999997,0.98638613743241876,,,,,0.58999999999999997,1.1442076697712764,,,,
0.59999999999999998,0.98638613743241876,,,,,0.59999999999999998,1.1442076697712764,,,,
0.60999999999999999,0.98638613743241876,,,,,0.60999999999999999,1.1442076697712764,,,,
0.62,0.98638613743241876,,,,,0.62,1.1442076697712764,,,,
0.63,0.90747537126298994,,,,,0.63,1.1442076697712764,,,,
0.64000000000000001,0.98638613743241876,,,,,0.64000000000000001,1.1442076697712764,,,,
0.65000000000000002,0.90747537126298994,,,,,0.65000000000000002,1.1442076697712764,,,,
0.66000000000000003,0.98638613743241876,,,,,0.66000000000000003,1.0652969036018476,,,,
0.67000000000000004,0.98638613743241876,,,,,0.67000000000000004,1.0652969036018476,,,,
0.68000000000000005,0.98638613743241876,,,,,0.68000000000000005,1.0652969036018476,,,,
0.68999999999999995,0.98638613743241876,,,,,0.68999999999999995,1.0652969036018476,,,,
0.69999999999999996,0.90747537126298994,,,,,0.69999999999999996,1.0652969036018476,,,,
0.70999999999999996,0.90747537126298994,,,,,0.70999999999999996,1.0652969036018476,,,,
0.71999999999999997,0.82856460509356111,,,,,0.71999999999999997,1.0652969036018476,,,,
0.72999999999999998,0.90747537126298994,,,,,0.72999999999999998,1.0652969036018476,,,,
0.73999999999999999,0.90747537126298994,,,,,0.73999999999999999,1.0652969036018476,,,,
0.75,0.82856460509356111,,,,,0.75,1.1442076697712764,,,,
0.76000000000000001,0.82856460509356111,,,,,0.76000000000000001,1.1442076697712764,,,,
0.77000000000000002,0.82856460509356111,,,,,0.77000000000000002,1.1442076697712764,,,,
0.78000000000000003,0.82856460509356111,,,,,0.78000000000000003,1.1442076697712764,,,,
0.79000000000000004,0.82856460509356111,,,,,0.79000000000000004,1.1442076697712764,,,,
0.80000000000000004,0.82856460509356111,,,,,0.80000000000000004,1.1442076697712764,,,,
0.81000000000000005,0.82856460509356111,,,,,0.81000000000000005,1.1442076697712764,,,,
0.81999999999999995,0.82856460509356111,,,,,0.81999999999999995,1.1442076697712764,,,,
0.82999999999999996,0.82856460509356111,,,,,0.82999999999999996,1.1442076697712764,,,,
0.83999999999999997,0.90747537126298994,,,,,0.83999999999999997,1.1442076697712764,,,,
0.84999999999999998,0.82856460509356111,,,,,0.84999999999999998,1.1442076697712764,,,,
0.85999999999999999,0.90747537126298994,,,,,0.85999999999999999,1.0652969036018476,,,,
0.87,0.82856460509356111,,,,,0.87,1.0652969036018476,,,,
0.88,0.90747537126298994,,,,,0.88,1.0652969036018476,,,,
0.89000000000000001,0.90747537126298994,,,,,0.89000000000000001,1.0652969036018476,,,,
0.90000000000000002,0.82856460509356111,,,,,0.90000000000000002,1.0652969036018476,,,,
0.91000000000000003,0.82856460509356111,,,,,0.91000000000000003,1.1442076697712764,,,,
0.92000000000000004,0.90747537126298994,,,,,0.92000000000000004,1.1442076697712764,,,,
0.93000000000000005,0.90747537126298994,,,,,0.93000000000000005,1.1442076697712764,,,,
0.93999999999999995,0.90747537126298994,,,,,0.93999999999999995,1.1442076697712764,,,,
0.94999999999999996,0.90747537126298994,,,,,0.94999999999999996,1.1442076697712764,,,,
0.95999999999999996,0.90747537126298994,,,,,0.95999999999999996,1.0652969036018476,,,,
0.96999999999999997,0.82856460509356111,,,,,0.96999999999999997,1.1442076697712764,,,,
0.97999999999999998,0.90747537126298994,,,,,0.97999999999999998,1.0652969036018476,,,,
0.98999999999999999,0.90747537126298994,,,,,0.98999999999999999,1.0652969036018476,,,,
1,0.82856460509356111,,,,,1,1.1442076697712764,,,,
1.01,0.90747537126298994,,,,,1.01,1.1442076697712764,,,,
1.02,0.90747537126298994,,,,,1.02,1.1442076697712764,,,,
1.03,0.90747537126298994,,,,,1.03,1.1442076697712764,,,,
1.04,0.90747537126298994,,,,,1.04,1.1442076697712764,,,,
1.05,0.90747537126298994,,,,,1.05,1.1442076697712764,,,,
1.0600000000000001,0.90747537126298994,,,,,1.0600000000000001,1.1442076697712764,,,,
1.0700000000000001,0.90747537126298994,,,,,1.0700000000000001,1.1442076697712764,,,,
1.0800000000000001,0.90747537126298994,,,,,1.0800000000000001,1.1442076697712764,,,,
1.0900000000000001,0.90747537126298994,,,,,1.0900000000000001,1.1442076697712764,,,,
1.1000000000000001,0.90747537126298994,,,,,1.1000000000000001,1.1442076697712764,,,,
1.1100000000000001,0.90747537126298994,,,,,1.1100000000000001,1.1442076697712764,,,,
1.1200000000000001,0.90747537126298994,,,,,1.1200000000000001,1.1442076697712764,,,,
1.1299999999999999,0.82856460509356111,,,,,1.1299999999999999,1.1442076697712764,,,,
1.1399999999999999,0.90747537126298994,,,,,1.1399999999999999,1.1442076697712764,,,,
1.1499999999999999,0.82856460509356111,,,,,1.1499999999999999,1.1442076697712764,,,,
1.1599999999999999,0.82856460509356111,,,,,1.1599999999999999,1.1442076697712764,,,,
1.1699999999999999,0.82856460509356111,,,,,1.1699999999999999,1.1442076697712764,,,,
1.1799999999999999,0.82856460509356111,,,,,1.1799999999999999,1.1442076697712764,,,,
1.1899999999999999,0.82856460509356111,,,,,1.1899999999999999,1.1442076697712764,,,,
1.2,0.82856460509356111,,,,,1.2,1.1442076697712764,,,,
1.21,0.82856460509356111,,,,,1.21,1.1442076697712764,,,,
